,0,1,2,3,4,5,6,7,8,9,description
484,485,Open wound of the foot,Foot or toe pain,44,Skin lesion,23,Foot or toe swelling,10,Skin on leg or foot looks infected,6,"'{""commonTestsAndProcedures"":""Complete physical skin exam performed (ML)""}', '{""commonTestsAndProcedures"":""Suturing of wound""}', '{""commonTestsAndProcedures"":""Examination of foot""}', '{""commonTestsAndProcedures"":""Application of splint (Splinting)""}', '{""commonTestsAndProcedures"":""Excision (Removal)""}', '{""commonTestsAndProcedures"":""Referral to home health care service""}', 'The most commonly prescribed drugs for patients with open wound of the foot include \t\t \t\t cephalexin', ' \t\t \t\t \t\t diphtheria toxoid vaccine / tetanus toxoid vaccine', ' \t\t \t\t \t\t tetanus toxoid vaccine (adacel)', ' \t\t \t\t \t\t bacitracin (septa)'"
485,486,Myocarditis,Palpitations,67,Ache all over,56,Cough,56,Chest tightness,56,"'Myocarditis \t \t\t \tMyocarditis or inflammatory cardiomyopathy is inflammation of heart muscle (myocardium). \t\t Source: Wikipedia', 'Patients with myocarditis often receive \t\t\t \t\t\t radiographic imaging procedure', ' \t\t\t \t\t\t\t\t\t \t\t\t hematologic tests', ' \t\t\t \t\t\t\t\t\t \t\t\t complete blood count', ' \t\t\t \t\t\t\t\t\t \t\t\t electrocardiogram', ' \t\t\t \t\t\t\t\t\t \t\t\t plain x-ray', ' \t\t\t \t\t\t\t\t\t \t\t\t echocardiography', ' \t\t\t \t\t\t\t\t\t \t\t\t ultrasonography and \t\t\t \t\t\t\t\t\t \t\t\t cardiac monitoring \t\t\t \t\t\t.', '{""commonTestsAndProcedures"":""Radiographic imaging procedure""}', '{""commonTestsAndProcedures"":""Hematologic tests (Blood test)""}'"
486,487,Preeclampsia,Headache,39,Pain during pregnancy,34,Problems during pregnancy,31,Sharp abdominal pain,29,"' \t\t\t \t\t\t\t\t\t \t\t\t hematologic tests', ' \t\t\t \t\t\t\t\t\t \t\t\t ultrasonography', ' \t\t\t \t\t\t\t\t\t \t\t\t pelvis exam', ' \t\t\t \t\t\t\t\t\t \t\t\t glucose measurement', ' \t\t\t \t\t\t\t\t\t \t\t\t electrolytes panel', ' \t\t\t \t\t\t\t\t\t \t\t\t other diagnostic procedures (interview;;;;;;'"
487,488,Ischemic heart disease,Sharp chest pain,57,Shortness of breath,48,Difficulty breathing,32,Palpitations,31,"'Ischemic heart disease \t \t\t \tIschaemic or ischemic heart disease (IHD)', ' or myocardial ischaemia', ' is a disease characterized by ischaemia (reduced blood supply) of the heart muscle', ' usually due to coronary artery disease (atherosclerosis of the coronary arteries). Its risk increases with age', ' smoking', ' hypercholesterolaemia (high cholesterol levels)', ' diabetes', ' and hypertension (high blood pressure)', ' and is more common in men and those who have close relatives with ischaemic heart disease. \t\t Source: Wikipedia', 'Patients with ischemic heart disease often receive \t\t\t \t\t\t hematologic tests'"
488,489,Neurofibromatosis,Headache,43,Abnormal appearing skin,27,Abnormal involuntary movements,15,Diminished hearing,15,'Neurofibromatosis \t \t\t \tNeurofibromatosis (commonly abbreviated NF;;;;;;'
489,490,Chickenpox,Skin rash,93,Fever,62,Abnormal appearing skin,45,Itching of skin,40,"'Chickenpox \t Also known as Chicken Pox and Varicella \t \t\t \tChickenpox (or chicken pox) is a highly contagious disease caused by primary infection with varicella zoster virus (VZV). It usually starts with vesicular skin rash mainly on the body and head rather than at the periphery and becomes itchy', ' raw pockmarks', ' which mostly heal without scarring. On examination', ' the observer typically finds skin lesions at various stages of healing and also ulcers in the oral cavity & tonsil areas. \t\t Source: Wikipedia', 'Patients with chickenpox often receive \t\t\t \t\t\t complete physical skin exam performed (ml)', ' \t\t\t \t\t\t\t\t\t \t\t\t hiv screen and \t\t\t \t\t\t\t\t\t \t\t\t human papillomavirus dna detection \t\t\t \t\t\t.', '{""commonTestsAndProcedures"":""Complete physical skin exam performed (ML)""}', '{""commonTestsAndProcedures"":""HIV screen (Hiv test)""}', '{""commonTestsAndProcedures"":""Human papillomavirus DNA detection""}', 'The most commonly prescribed drugs for patients with chickenpox include \t\t \t\t diphenhydramine (benadryl)'"
490,491,Pancreatic cancer,Sharp abdominal pain,49,Nausea,33,Ache all over,27,Fatigue,27,"'Pancreatic cancer \t Also known as Pancreas Cancer', ' Cancer Of The Pancreas', ' Pancreas Ca', ' and Malignant Neoplasm Of Pancreas \t \t\t \tPancreatic cancer is a malignant neoplasm originating from transformed cells arising in tissues forming the pancreas. The most common type of pancreatic cancer', ' accounting for 95% of these tumors', ' is adenocarcinoma (tumors exhibiting glandular architecture on light microscopy) arising within the exocrine component of the pancreas. A minority arise from islet cells', ' and are classified as neuroendocrine tumors. The signs and symptoms that eventually lead to the diagnosis depend on the location', ' the size', ' and the tissue type of the tumor', ' and may include abdominal pain'"
491,492,Neuropathy due to drugs,Loss of sensation,79,Foot or toe pain,58,Paresthesia,58,Problems with movement,50,"'Neuropathy due to drugs \t \t \t\tNeuropathy due to drugs is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest.', 'Patients with neuropathy due to drugs often receive \t\t\t \t\t\t glucose measurement', ' \t\t\t \t\t\t\t\t\t \t\t\t other diagnostic procedures (interview;;;;;;'"
492,493,Croup,Cough,94,Fever,77,Difficulty breathing,66,Nasal congestion,66,"'Croup \t Also known as Acute Laryngotracheobronchitis \t \t\t \tCroup (or laryngotracheobronchitis) is a respiratory condition that is usually triggered by an acute viral infection of the upper airway. The infection leads to swelling inside the throat', ' which interferes with normal breathing and produces the classical symptoms of a ""barking"" cough', ' stridor', ' and hoarseness. It may produce mild', ' moderate', ' or severe symptoms', ' which often worsen at night. It is often treated with a single dose of oral steroids;;;;;;'"
493,494,Idiopathic excessive menstruation,Heavy menstrual flow,77,Unpredictable menstruation,33,Pelvic pain,30,Sharp abdominal pain,30,"'Idiopathic excessive menstruation \t \t\t \tExcessive uterine bleeding during MENSTRUATION. \t\t Source: MeSH', 'Patients with idiopathic excessive menstruation often receive \t\t\t \t\t\t pelvis exam', ' \t\t\t \t\t\t\t\t\t \t\t\t hematologic tests', ' \t\t\t \t\t\t\t\t\t \t\t\t complete blood count', ' \t\t\t \t\t\t\t\t\t \t\t\t urinalysis', ' \t\t\t \t\t\t\t\t\t \t\t\t examination of breast', ' \t\t\t \t\t\t\t\t\t \t\t\t ultrasonography', ' \t\t\t \t\t\t\t\t\t \t\t\t standard pregnancy test and \t\t\t \t\t\t\t\t\t \t\t\t biopsy \t\t\t \t\t\t.', '{""commonTestsAndProcedures"":""Pelvis exam""}', '{""commonTestsAndProcedures"":""Hematologic tests (Blood test)""}'"
494,495,Amblyopia,Diminished vision,70,Eye deviation,33,Pain in eye,23,Foreign body sensation in eye,11,"'Amblyopia \t \t\t \tAmblyopia', ' also known as lazy eye', ' is an eye disorder characterized by an impaired vision in an eye that otherwise appears normal', ' or out of proportion to associated structural abnormalities of the eye. It has been estimated to affect 1-5% of the population. \t\t Source: Wikipedia', 'Patients with amblyopia often receive \t\t\t \t\t\t ophthalmologic and otologic diagnosis and treatment', ' \t\t\t \t\t\t\t\t\t \t\t\t ophthalmic examination and evaluation', ' \t\t\t \t\t\t\t\t\t \t\t\t other therapeutic procedures on eyelids;;;;;;'"
495,496,Meckel diverticulum,Upper abdominal pain,91,Lower abdominal pain,91,Knee lump or mass,20,Excessive growth,20,"""Meckel diverticulum \t \t\t \tA Meckel's diverticulum"", ' a true congenital diverticulum', ' is a slight bulge in the small intestine present at birth and a vestigial remnant of the omphalomesenteric duct (also called the vitelline duct or yolk stalk). It is the most common malformation of the gastrointestinal tract is present in approximately 2% of the population', ' with males more frequently experiencing symptoms. \t\t Source: Wikipedia', 'Patients with meckel diverticulum often receive \t\t\t \t\t\t excision', ' \t\t\t \t\t\t\t\t\t \t\t\t x-ray computed tomography', ' \t\t\t \t\t\t\t\t\t \t\t\t intravenous fluid replacement', ' \t\t\t \t\t\t\t\t\t \t\t\t complete blood count', ' \t\t\t \t\t\t\t\t\t \t\t\t corneal transplant', ' \t\t\t \t\t\t\t\t\t \t\t\t transurethral resection of prostate (turp)'"
496,497,Dislocation of the wrist,Arm pain,68,Elbow pain,58,Hand or finger swelling,58,Hand or finger pain,58,"'Dislocation of the wrist \t Also known as Wrist Dislocation and Dislocated Wrist \t \t \t\tDislocation of the wrist is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest.', 'Patients with dislocation of the wrist often receive \t\t\t \t\t\t plain x-ray', ' \t\t\t \t\t\t\t\t\t \t\t\t radiographic imaging procedure', ' \t\t\t \t\t\t\t\t\t \t\t\t application of splint', ' \t\t\t \t\t\t\t\t\t \t\t\t arterial blood gases (abgs)', ' \t\t\t \t\t\t\t\t\t \t\t\t physical therapy exercises', ' \t\t\t \t\t\t\t\t\t \t\t\t corneal transplant', ' \t\t\t \t\t\t\t\t\t \t\t\t procedures on spleen and \t\t\t \t\t\t\t\t\t \t\t\t removal of ectopic pregnancy \t\t\t \t\t\t.', '{""commonTestsAndProcedures"":""Plain x-ray (X ray)""}', '{""commonTestsAndProcedures"":""Radiographic imaging procedure""}'"
497,498,Ear drum damage,Ear pain,80,Diminished hearing,60,Fluid in ear,43,Redness in ear,41,"'Ear drum damage \t Also known as Ear Drum Trauma \t \t \t\tEar drum damage is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest.', 'Patients with ear drum damage often receive \t\t\t \t\t\t ophthalmologic and otologic diagnosis and treatment', ' \t\t\t \t\t\t\t\t\t \t\t\t other diagnostic procedures (interview;;;;;;'"
498,499,Erectile dysfunction,Impotence,84,Retention of urine,28,Symptoms of prostate,23,Frequent urination,22,"'Erectile dysfunction \t Also known as Impotence', ' Sexual Impotence', ' and Male Erectile Disorder \t \t\t \tErectile dysfunction (ED) is sexual dysfunction characterized by the inability to develop or maintain an erection of the penis during sexual performance. \t\t Source: Wikipedia', 'Patients with erectile dysfunction often receive \t\t\t \t\t\t hematologic tests', ' \t\t\t \t\t\t\t\t\t \t\t\t urinalysis', ' \t\t\t \t\t\t\t\t\t \t\t\t prostate specific antigen measurement', ' \t\t\t \t\t\t\t\t\t \t\t\t rectal examination', ' \t\t\t \t\t\t\t\t\t \t\t\t lipid panel', ' \t\t\t \t\t\t\t\t\t \t\t\t ultrasonography', ' \t\t\t \t\t\t\t\t\t \t\t\t hemoglobin a1c measurement and \t\t\t \t\t\t\t\t\t \t\t\t other diagnostic procedures (interview;;;;;;'"
499,500,Temporary or benign blood in urine,Blood in urine,89,Sharp abdominal pain,40,Side pain,35,Painful urination,35,"'Temporary or benign blood in urine \t Also known as Benign Hematuria and Essential Hematuria \t \t \t\tTemporary or benign blood in urine is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest.', 'Patients with temporary or benign blood in urine often receive \t\t\t \t\t\t urinalysis', ' \t\t\t \t\t\t\t\t\t \t\t\t hematologic tests', ' \t\t\t \t\t\t\t\t\t \t\t\t radiographic imaging procedure', ' \t\t\t \t\t\t\t\t\t \t\t\t complete blood count', ' \t\t\t \t\t\t\t\t\t \t\t\t x-ray computed tomography', ' \t\t\t \t\t\t\t\t\t \t\t\t endoscopy and endoscopic biopsy of the urinary tract', ' \t\t\t \t\t\t\t\t\t \t\t\t glucose measurement and \t\t\t \t\t\t\t\t\t \t\t\t electrolytes panel \t\t\t \t\t\t.', '{""commonTestsAndProcedures"":""Urinalysis""}', '{""commonTestsAndProcedures"":""Hematologic tests (Blood test)""}'"
500,501,Kidney disease due to longstanding hypertension,Shortness of breath,31,Symptoms of the kidneys,24,Difficulty speaking,3,Incontinence of stool,2,"'Patients with kidney disease due to longstanding hypertension often receive \t\t\t \t\t\t hematologic tests', ' \t\t\t \t\t\t\t\t\t \t\t\t complete blood count', ' \t\t\t \t\t\t\t\t\t \t\t\t glucose measurement', ' \t\t\t \t\t\t\t\t\t \t\t\t urinalysis', ' \t\t\t \t\t\t\t\t\t \t\t\t electrolytes panel', ' \t\t\t \t\t\t\t\t\t \t\t\t electrocardiogram', ' \t\t\t \t\t\t\t\t\t \t\t\t hemoglobin a1c measurement and \t\t\t \t\t\t\t\t\t \t\t\t lipid panel \t\t\t \t\t\t.', '{""commonTestsAndProcedures"":""Hematologic tests (Blood test)""}', '{""commonTestsAndProcedures"":""Complete blood count (Cbc)""}', '{""commonTestsAndProcedures"":""Glucose measurement (Glucose level)""}'"
501,502,Chondromalacia of the patella,Knee pain,95,Leg pain,26,Knee swelling,22,Knee stiffness or tightness,17,"' \t\t\t \t\t\t\t\t\t \t\t\t plain x-ray', ' \t\t\t \t\t\t\t\t\t \t\t\t physical therapy exercises', ' \t\t\t \t\t\t\t\t\t \t\t\t magnetic resonance imaging', ' \t\t\t \t\t\t\t\t\t \t\t\t other therapeutic procedures', ' \t\t\t \t\t\t\t\t\t \t\t\t excision', ' \t\t\t \t\t\t\t\t\t \t\t\t examination of foot and \t\t\t \t\t\t\t\t\t \t\t\t other non-or therapeutic procedures on musculoskeletal system \t\t\t \t\t\t.', '{""commonTestsAndProcedures"":""Radiographic imaging procedure""}', '{""commonTestsAndProcedures"":""Plain x-ray (X ray)""}', '{""commonTestsAndProcedures"":""Physical therapy exercises (Exercises)""}', '{""commonTestsAndProcedures"":""Magnetic resonance imaging (Mri)""}'"
502,503,Onychomycosis,Skin rash,66,Irregular appearing nails,61,Foot or toe pain,41,Abnormal appearing skin,28,"'{""symptoms"":""6""}', '{""symptoms"":""Too little hair""}', '{""symptoms"":""4""}', 'Onychomycosis \t Also known as Fungal Nail Infection', ' Tinea Unguium', ' Dermatophytosis Of Nail', ' Nail Tinea', ' and Dermatophytic Onychia \t \t\t \tOnychomycosis (also known as ""dermatophytic onychomycosis', '"" ""ringworm of the nail', '"" and ""tinea unguium"") means fungal infection of the nail. It is the most common disease of the nails and constitutes about a half of all nail abnormalities. \t\t Source: Wikipedia'"
503,504,Urethral disorder,Painful urination,61,Involuntary urination,58,Retention of urine,55,Frequent urination,52,"'Urethral disorder \t Also known as Urethra Disorder', ' Urethra Diseases', ' Urethral Diseases', ' Disorders Urethra', ' and Disorders Urethral \t \t\t \tIn anatomy', ' the urethra (from Greek οὐρήθρα - ourethra) is a tube that connects the urinary bladder to the genitals for the removal of fluids from the body. In males', ' the urethra travels through the penis', ' and carries semen as well as urine. In female placental mammals', ' the urethra is shorter and emerges above the vaginal opening. \t\t Source: Wikipedia', 'Patients with urethral disorder often receive \t\t\t \t\t\t urinalysis'"
504,505,Lyme disease,Fever,49,Skin rash,46,Headache,46,Fatigue,42,"'Lyme disease \t Also known as Lyme Borreliosis', ' Borrelia Burgdorferi Infection', "" and Lyme's Disease \t \t\t \tLyme disease (Lyme borreliosis) is an infectious disease caused by at least three species of bacteria belonging to the genus Borrelia. Borrelia burgdorferi sensu stricto is the main cause of Lyme disease in North America"", ' whereas Borrelia afzelii and Borrelia garinii cause most European cases. The disease is named after the towns of Lyme and Old Lyme', ' Connecticut', ' US', ' where a number of cases were identified in 1975. Although Allen Steere realized that Lyme disease was a tick-borne disease in 1978', ' the cause of the disease remained a mystery until 1981', ' when B. burgdorferi was identified by Willy Burgdorfer. \t\t Source: Wikipedia', 'Patients with lyme disease often receive \t\t\t \t\t\t complete physical skin exam performed (ml)'"
505,506,Iron deficiency anemia,Fatigue,39,Weakness,28,Dizziness,25,Heavy menstrual flow,15,"'Iron deficiency anemia \t Also known as Ferropenic Anemia \t \t\t \tIron-deficiency anemia (or iron-deficiency anaemia) is a common anemia (low red blood cell or hemoglobin levels) caused by insufficient dietary intake and absorption of iron', ' and/or iron loss from bleeding which can originate from a range of sources such as the intestinal', ' uterine or urinary tract. \t\t Source: Wikipedia', 'Patients with iron deficiency anemia often receive \t\t\t \t\t\t hematologic tests', ' \t\t\t \t\t\t\t\t\t \t\t\t complete blood count', ' \t\t\t \t\t\t\t\t\t \t\t\t glucose measurement', ' \t\t\t \t\t\t\t\t\t \t\t\t electrolytes panel', ' \t\t\t \t\t\t\t\t\t \t\t\t electrocardiogram', ' \t\t\t \t\t\t\t\t\t \t\t\t kidney function tests', ' \t\t\t \t\t\t\t\t\t \t\t\t complete physical skin exam performed (ml) and \t\t\t \t\t\t\t\t\t \t\t\t hemoglobin a1c measurement \t\t\t \t\t\t.'"
506,507,Acute respiratory distress syndrome (ARDS),Shortness of breath,84,Difficulty breathing,72,Cough,45,Sharp chest pain,39,"'Acute respiratory distress syndrome (ARDS) \t Also known as ARDS', ' Adult Respiratory Syndrome', ' Wet Lung', ' Shock Lung', ' Wet Lung Syndrome', ' Danang Lung', ' and Adult Hyaline Membrane Disease \t \t\t \tAcute respiratory distress syndrome (ARDS)', ' also known as respiratory distress syndrome (RDS) or adult respiratory distress syndrome (in contrast with infant respiratory distress syndrome) is a life-threatening reaction to injuries or acute infection to the lung. ARDS is a severe lung syndrome (not a disease) with direct and indirect causes. Inflammation of the lung parenchyma leads to impaired gas exchange with systemic release of inflammatory mediators', ' causing inflammation', ' hypoxemia and frequently multiple organ failure. This condition has a 90% death rate in untreated patients. With treatment'"
507,508,Toxic multinodular goiter,Fatigue,27,Abnormal involuntary movements,19,Double vision,15,Sweating,15,"'Toxic multinodular goiter \t Also known as Parry Disease \t \t\t \tToxic multinodular goiter (also known as toxic nodular goiter', ' toxic nodular struma) is a common cause of hyperthyroidism in which there is excess production of thyroid hormones from functionally autonomous thyroid nodules', ' which do not require stimulation from thyroid stimulating hormone (TSH). \t\t Source: Wikipedia', 'Patients with toxic multinodular goiter often receive \t\t\t \t\t\t hematologic tests', ' \t\t\t \t\t\t\t\t\t \t\t\t complete physical skin exam performed (ml)', ' \t\t\t \t\t\t\t\t\t \t\t\t lipid panel', ' \t\t\t \t\t\t\t\t\t \t\t\t ultrasonography', ' \t\t\t \t\t\t\t\t\t \t\t\t hemoglobin a1c measurement', ' \t\t\t \t\t\t\t\t\t \t\t\t examination of breast', ' \t\t\t \t\t\t\t\t\t \t\t\t thyroidectomy;;;;;;'"
508,509,Open wound of the finger,Hand or finger pain,28,Hand or finger swelling,11,Skin on arm or hand looks infected,4,Hand or finger stiffness or tightness,2,"'The most commonly prescribed drugs for patients with open wound of the finger include \t\t \t\t cephalexin', ' \t\t \t\t \t\t lidocaine', ' \t\t \t\t \t\t tetanus toxoid vaccine (adacel)', ' \t\t \t\t \t\t diphtheria toxoid vaccine / tetanus toxoid vaccine', ' \t\t \t\t \t\t bacitracin (septa)', ' \t\t \t\t \t\t povidone iodine topical (betadine)', ' \t\t \t\t \t\t cefazolin', ' \t\t \t\t \t\t bupivacaine', ' \t\t \t\t \t\t chlorhexidine topical', ' \t\t \t\t \t\t cefadroxil'"
509,510,Autonomic nervous system disorder,Leg pain,52,Loss of sensation,37,Headache,37,Skin lesion,37,"'Autonomic nervous system disorder \t Also known as Autonomic Disease \t \t\t \tYour autonomic nervous system is the part of your nervous system that controls involuntary actions', ' such as the beating of your heart and the widening or narrowing of your blood vessels. When something goes wrong in this system', ' it can cause serious problems', ' including \tBlood pressure problems \tHeart problems \tTrouble with breathing and swallowing \tErectile dysfunction in men Autonomic nervous system disorders can occur alone or as the result of another disease', "" such as Parkinson's disease"", ' alcoholism and diabetes. Problems can affect either part of the system', ' as in complex regional pain syndromes', ' or all of the system. Some types are temporary', ' but many worsen over time. When they affect your breathing or heart function', ' these disorders can be life-threatening. Some autonomic nervous system disorders get better when an underlying disease is treated. Often'"
510,511,Psychosexual disorder,Impotence,66,Premature ejaculation,54,Loss of sex drive,49,Depression,39,"'Psychosexual disorder \t \t\t \tPsychosexual disorder is a term which may simply refer to a sexual problem that is psychological', ' rather than physiological', ' in origin. \t\t Source: Wikipedia', 'Patients with psychosexual disorder often receive \t\t\t \t\t\t complete physical skin exam performed (ml)', ' \t\t\t \t\t\t\t\t\t \t\t\t prostate specific antigen measurement', ' \t\t\t \t\t\t\t\t\t \t\t\t psychotherapy', ' \t\t\t \t\t\t\t\t\t \t\t\t lipid panel', ' \t\t\t \t\t\t\t\t\t \t\t\t rectal examination', ' \t\t\t \t\t\t\t\t\t \t\t\t examination of breast', ' \t\t\t \t\t\t\t\t\t \t\t\t other diagnostic procedures (interview;;;;;;'"
511,512,Anemia,Fatigue,32,Weakness,28,Dizziness,27,Shortness of breath,26,'Anemia \t \t\t \tAnemia (/əˈniːmiə/;;;;;;'
512,513,Tendinitis,Hip pain,61,Shoulder pain,54,Knee pain,53,Wrist pain,48,"'Tendinitis \t \t\t \tTendinitis (informally also tendonitis)', ' meaning inflammation of a tendon', ' is a type of tendinopathy often confused with the more common tendinosis', ' which has similar symptoms but requires different treatment. (The suffix -itis denotes diseases characterized by inflammation.) The term tendinitis should be reserved for tendon injuries that involve larger-scale acute injuries accompanied by inflammation. Generally tendinitis is referred to by the body part involved', ' such as Achilles tendinitis (affecting the Achilles tendon)', "" or patellar tendinitis (jumper's knee"", ' affecting the patellar tendon). \t\t Source: Wikipedia', 'Patients with tendinitis often receive \t\t\t \t\t\t radiographic imaging procedure', ' \t\t\t \t\t\t\t\t\t \t\t\t plain x-ray', ' \t\t\t \t\t\t\t\t\t \t\t\t physical therapy exercises'"
513,514,Common cold,Cough,85,Sore throat,82,Fever,78,Nasal congestion,69,"'Common cold \t Also known as Head Cold', ' Acute Rhinitis', ' and Acute Nasopharyngitis \t \t\t \tThe common cold (also known as nasopharyngitis', ' rhinopharyngitis', ' acute coryza', ' or a cold) is a viral infectious disease of the upper respiratory tract which affects primarily the nose. Symptoms include coughing', ' sore throat', ' runny nose', ' sneezing', ' and fever which usually resolve in seven to ten days'"
514,515,Amyotrophic lateral sclerosis (ALS),Weakness,58,Leg weakness,42,Difficulty speaking,42,Problems with movement,37,"""Amyotrophic lateral sclerosis (ALS) \t Also known as Lou Gehrig Disease \t \t\t \tAmyotrophic lateral sclerosis (ALS) – also referred to as motor neurone disease in some Commonwealth of Nations countries and as Lou Gehrig's disease in the United States – is a debilitating disease with varied etiology characterized by rapidly progressive weakness"", ' muscle atrophy and fasciculations', ' muscle spasticity', ' difficulty speaking (dysarthria)', ' difficulty swallowing (dysphagia)', ' and difficulty breathing (dyspnea). ALS is the most common of the five motor neuron diseases. \t\t Source: Wikipedia', 'Patients with amyotrophic lateral sclerosis (als) often receive \t\t\t \t\t\t occupational therapy assessment', ' \t\t\t \t\t\t\t\t\t \t\t\t magnetic resonance imaging', ' \t\t\t \t\t\t\t\t\t \t\t\t complete physical skin exam performed (ml)', ' \t\t\t \t\t\t\t\t\t \t\t\t other diagnostic procedures (interview;;;;;;'"
515,516,Central retinal artery or vein occlusion,Diminished vision,83,Blindness,37,Spots or clouds in vision,34,Symptoms of eye,34,"'Patients with central retinal artery or vein occlusion often receive \t\t\t \t\t\t ophthalmic examination and evaluation', ' \t\t\t \t\t\t\t\t\t \t\t\t ultrasonography', ' \t\t\t \t\t\t\t\t\t \t\t\t ophthalmologic and otologic diagnosis and treatment', ' \t\t\t \t\t\t\t\t\t \t\t\t other therapeutic procedures on eyelids;;;;;;'"
516,517,Paroxysmal supraventricular tachycardia,Palpitations,72,Sharp chest pain,70,Increased heart rate,67,Irregular heartbeat,50,"'Paroxysmal supraventricular tachycardia \t Also known as SVT \t \t\t \tSupraventricular tachycardia (SVT) is a rapid heart rhythm originating at or above the atrioventricular node. Supraventricular tachycardias can be contrasted with the potentially more dangerous ventricular tachycardias - rapid rhythms that originate within the ventricular tissue. \t\t Source: Wikipedia', 'Patients with paroxysmal supraventricular tachycardia often receive \t\t\t \t\t\t hematologic tests', ' \t\t\t \t\t\t\t\t\t \t\t\t electrocardiogram', ' \t\t\t \t\t\t\t\t\t \t\t\t complete blood count', ' \t\t\t \t\t\t\t\t\t \t\t\t radiographic imaging procedure', ' \t\t\t \t\t\t\t\t\t \t\t\t intravenous fluid replacement', ' \t\t\t \t\t\t\t\t\t \t\t\t plain x-ray', ' \t\t\t \t\t\t\t\t\t \t\t\t cardiac enzymes measurement and \t\t\t \t\t\t\t\t\t \t\t\t kidney function tests \t\t\t \t\t\t.', '{""commonTestsAndProcedures"":""Hematologic tests (Blood test)""}', '{""commonTestsAndProcedures"":""Electrocardiogram""}'"
517,518,Venous insufficiency,Skin lesion,63,Leg swelling,34,Leg pain,34,Peripheral edema,34,"'Venous insufficiency \t \t\t \tVenous insufficiency can refer to: \t\t Source: Wikipedia', 'Patients with venous insufficiency often receive \t\t\t \t\t\t wound care management', ' \t\t\t \t\t\t\t\t\t \t\t\t complete physical skin exam performed (ml)', ' \t\t\t \t\t\t\t\t\t \t\t\t traction;;;;;;'"
518,519,Trichomonas infection,Vaginal discharge,74,Sharp abdominal pain,69,Vomiting,35,Pelvic pain,35,"'Trichomonas infection \t Also known as Trichomonas', ' Trichomoniasis', ' and Trichomonosis \t \t\t \tTrichomonas is a genus of anaerobic protists that are parasites of vertebrates. They are included with the parabasalids. \t\t Source: Wikipedia', 'Patients with trichomonas infection often receive \t\t\t \t\t\t urinalysis', ' \t\t\t \t\t\t\t\t\t \t\t\t hematologic tests', ' \t\t\t \t\t\t\t\t\t \t\t\t pelvis exam', ' \t\t\t \t\t\t\t\t\t \t\t\t complete blood count', ' \t\t\t \t\t\t\t\t\t \t\t\t standard pregnancy test', ' \t\t\t \t\t\t\t\t\t \t\t\t kidney function tests', ' \t\t\t \t\t\t\t\t\t \t\t\t glucose measurement and \t\t\t \t\t\t\t\t\t \t\t\t electrolytes panel \t\t\t \t\t\t.'"
519,520,Acne,Acne or pimples,94,Skin rash,38,Abnormal appearing skin,21,Skin moles,20,"'{""symptoms"":""3""}', '{""symptoms"":""Long menstrual periods""}', '{""symptoms"":""3""}', 'Acne \t \t\t \tAcne vulgaris (cystic acne or simply acne) is a common human skin disease', ' characterized by areas of skin with seborrhea (scaly red skin)', ' comedones (blackheads and whiteheads)', ' papules (pinheads)', ' pustules (pimples)', ' nodules (large papules) and possibly scarring. Acne affects mostly skin with the densest population of sebaceous follicles;;;;;;'"
520,521,Depression,Depression,81,Depressive or psychotic symptoms,57,Anxiety and nervousness,53,Insomnia,23,"'Depression \t Also known as Depressive Disorder \t \t\t \tDepression or depress(ed) may refer to: \t\t Source: Wikipedia', 'Patients with depression often receive \t\t\t \t\t\t psychotherapy', ' \t\t\t \t\t\t\t\t\t \t\t\t mental health counseling', ' \t\t\t \t\t\t\t\t\t \t\t\t depression screen', ' \t\t\t \t\t\t\t\t\t \t\t\t toxicology screen', ' \t\t\t \t\t\t\t\t\t \t\t\t blood alcohol', ' \t\t\t \t\t\t\t\t\t \t\t\t psychological and psychiatric evaluation and therapy', ' \t\t\t \t\t\t\t\t\t \t\t\t diagnostic spinal tap and \t\t\t \t\t\t\t\t\t \t\t\t alcohol and drug rehabilitation/detoxification \t\t\t \t\t\t.', '{""commonTestsAndProcedures"":""Psychotherapy""}', '{""commonTestsAndProcedures"":""Mental health counseling""}'"
521,522,Drug abuse,Drug abuse,60,Depressive or psychotic symptoms,51,Depression,46,Abusing alcohol,36,"'Drug abuse \t Also known as Recreational Drug Use \t \t\t \tSubstance abuse', ' also known as drug abuse', ' is a patterned use of a substance (drug) in which the user consumes the substance in amounts or with methods neither approved nor advised by medical professionals. Substance abuse/drug abuse is not limited to mood-altering or psycho-active drugs. If an activity is performed using the objects against the rules and policies of the matter (as in steroids for performance enhancement in sports)', ' it is also called substance abuse. Therefore', ' mood-altering and psychoactive substances are not the only types of drugs abused. Using illicit drugs – narcotics', ' stimulants', ' depressants (sedatives)', ' hallucinogens', ' cannabis', ' even glues and paints'"
